Type,Entity 1,Relationship,Type,Entity2
GPE,USA, imposed ,O, emergency import restrictions
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia under section 303 of Cultural Property Implementation Act following request
GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 of Cultural Property Implementation Act following request by Government
PERSON,Cara Sucia, is ,GPE, major site located near border with Guatemala
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from archaeological region of Cara Sucia under section 303 following request
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region under section 303 of Cultural Property Implementation Act following request by Government of El Salvador
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 following request
PERSON,Cara Sucia, is ,O, site located near border in department of Ahuachapán
PERSON,Cara Sucia, is ,O, site located in El Salvador near border in department of Ahuachapán
GPE,USA, imposed ,O, emergency import restrictions on Property originating from region under section 303 following request
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 of Cultural Property Implementation Act following request
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating under section 303 following request by Government
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from archaeological region following request by Government of El Salvador
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region of Cara Sucia under section 303 of Cultural Property Implementation Act following request by Government
PERSON,Cara Sucia, is ,O, major site located
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region following request
PERSON,Cara Sucia, is ,GPE, major archaeological site located in El Salvador near border with Guatemala in department
GPE,USA, imposed ,O, emergency import restrictions on Property originating under section 303 of Cultural Property Implementation Act
GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region of Cara Sucia under section 303 following request by Government
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating following request by Government
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from region
ORG,United States Customs Service, Import Restrictions on ,O, Material
PERSON,Cara Sucia, is ,GPE, major site located in western El Salvador near border with Guatemala in department of Ahuachapán
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property
GPE,USA, imposed ,O, emergency import restrictions on Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request
PERSON,Cara Sucia, is ,GPE, major site located near border with Guatemala in department
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating following request
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating from region of Cara Sucia
PERSON,Cara Sucia, is ,O, site
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region under section 303 of Cultural Property Implementation Act following request by Government
PERSON,Cara Sucia, is ,GPE, site located in western El Salvador near border with Guatemala in department of Ahuachapán
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating following request by Government of El Salvador
PERSON,Cara Sucia, is in ,GPE, collection of Dr. Alberto Luna of Mexico
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating under section 303 following request by Government
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Cultural Property originating under section 303 following request by Government
GPE,USA, imposed ,O, emergency import restrictions on Cultural Property originating from archaeological region following request by Government of El Salvador
PERSON,Cara Sucia, is ,O, archaeological site located near border in department
PERSON,Cara Sucia, is ,O, major site located near border in department of Ahuachapán
GPE,USA, imposed ,NORP, emergency import restrictions on Salvadoran Property originating from region of Cara Sucia
